Purée de carottes (monoprix);27;1.1;5.4;0.1;100 g
Purée de carottes cuisinée champion;43;1;5.5;1.9;100 g
Purée de carottes nature surgelée(repère);30;1;4.5;0;100 g
Purée de céleri-rave Picard;21;1;2.8;0.2;100 g
Purée de céléris nature surgelée (repère);20;1;3;0;100 g
Purée de choux-fleurs créaline;102.7;4.86;8.1;5.58;1 portion
Purée de fruits pomme sans suvre ajoutés solaya;54;0.3;12;0.5;100 g
Purée de fruits sans sucres ajoutés pommes daufruit;59;0.37;13.5;0.4;100 g
Purée de légumes provençale le cabanon;105;1.5;7.7;7.6;100 g
Purée de noisettes entière bonneterre;675;15.7;15.6;61;100 g
Purée de patates douces en conserve;101;1.98;23.19;0.2;100 g
Purée de piments suzi wan;36;0.8;4.5;0.6;100 g
Purée de pomme de terre déshydratée en granules avec lait, non préparée;358;10.9;77.7;1.1;100 g
Purée de pomme de terre déshydratée en granules sans lait, non préparée;372;8.22;85.51;0.54;100 g
Purée de pomme de terre en flocons sans lait, sec;354;8.35;81.21;0.39;100 g
Purée de pomme de terre faite maison avec du lait entier;83;1.92;17.53;0.57;100 g
Purée de pomme de terre faite maison avec lait 2% mg et beurre ajouté;105;1.89;16.73;4.03;100 g
Purée de pomme de terre flocons sans lait avec lait entier et beurre ajouté;97;1.79;10.81;5.12;100 g
Purée de pomme de terre picard surgelée;84;1.9;17.9;0.1;100 g
Purée de pomme non sucrée en conserve;43;0.17;11.29;0.05;100 g
Purée de pommes de terre cuisinée à la crème et aux lardons surgelée leader price;123;3.8;10.9;7.1;100 g
Purée de pommes de terre picard avec lait écrémé;110;5.15;21.8;0.2;100 g
Purée de pommes s/sucres ajouté ondilège casino;54;0.3;13;0.1;100 g
Purée de tomate mutti;36;1.6;5.1;0.3;100 g
Purée de tomates delikato;22;1.5;3.8;0.1;100 g
Purée de tomates nostia (lidl);30;1.4;4.1;0.2;100 g
Puree délice 4 saveurs (haricots verts, courgettes, épinards, pois, crème) bonduelle;59;2.2;5.9;2.3;100 g
Purée délice trio vert (courgettes, brocolis, pois);55;2.2;5.3;2.2;100 g
Purée d'amande blanche perlamande;679.9;22.9;5.7;61.6;100 g
Purée d'artichaut picard;81;1.4;10.3;3.8;100 g
Purée en flocons mousseline;153;5.2;26.9;2.7;1 portion
Purée express vico écrasé de pommes de terre et légumes verts (200g);66;2.4;11.3;1.3;100 g
Purée fruits pomme-mangue bio u;59;0.3;13.5;0.1;100 g
Purée légume bonduelle;59;2.2;5.9;2.3;100 g
Purée lentilles corail potimarron (céréal bio);88;5.1;8.4;2.8;100 g
Purée mousline maggi;134;4.3;26.2;1.3;1 portion
Purée mousline saveur à l'ancienne (1 assiette);132;4.6;23.1;2.4;1 portion
Purée mousline tendresse de lait individuel;138;4.7;25;2.1;1 portion
Purée mousseline pomme de terre, carotte, potiron;127;4.9;21.8;2.2;100 g
Purée nature surgelée-mc cain;120;2;19;4;100 g
Purée pois cassés courgettes bjorg;69;4.7;11.8;0.3;100 g
Purée pomme de terre marque repére;380;8;82;1;100 g
Purée saucisse surgelé leader price 1pers;457;21;36;24;1 unité
Purrée mousseline tendresse de lait;366;9.4;70.3;4;100 g
Pvl mutant whey;140;22;5;3;1 portion
P'tit dej tonus - céréales et chocolat (superu);472;7;64;20;100 g
P'tit nature bio bjorg;424;9.1;71;10;100 g
P'tit yoco à boire framboise : par unité de 90 g;65;2;12;1;1 unité
P'tit yop fraise vanille framboise;79;2.8;14;1.3;100 g
P'tite salade mac do;15;1;2;0;1 portion
P'tits pains sandwich la boulangère;321;9.6;55.1;6.9;100 g
Qnt metapure q2 whey vanille;394;79;12;4.5;100 g
Qnt muscle volumizer;375;64.6;15.5;5.9;100 g
QNT WHEIGHT GAIN 3000;390;16.06;77.06;1.6;100 g
Quaker cruesli 4 noix;485;8.5;59;22;100 g
Quaker life chocolate;435;8;66;13;100 g
Quaker oats - flocons d'avoine;356;11;62;8;100 g
Quaker oats bio 100% naturel (flocons d'avoine);356;11;60;8;100 g
Quakers oats;356;11;60;8;100 g
Quark mit vanille geschmack;83;7.2;13;0.2;100 g
Quartier d'agrumes (orange pamplemousse ) st mamet;60;0.6;14;0.1;100 g
Quartiers d'orange au jus de fruit st mamet;61;0.7;14;0.2;100 g
Quatre quart sans jaune;335;5.1;45;15;100 g
Quatre quarts breton carrefour;422;6;50;22;100 g
Quatre-quarts ker cadélac;430;6;48;24;100 g
Quenelle de brochets;264;12.1;11;19;100 g
Quenelle de volaille sauce champignon leader price;140.3;3.5;12;8.7;100 g
Quenelle nature;254;8;16.8;17.8;100 g
Quenelles de brochet sauce crevette leader price;133;3.3;11.4;8.2;100 g
Quenelles de saumon sauce ocèane Petitjean;105;3.4;9.7;5.7;100 g
Quenelles de veau sauce financière leader price;151;3.7;11.5;10.1;100 g
Quenelles de volaille sauce champignons;115;3.5;9.6;7;100 g
Quetsches picard;42;0.8;9.6;0;100 g
Quiche lafay 1 pot = 1/3 quiche;265;36;13;8;1 portion
Quiche lorraine;359;11.6;18.8;26.2;100 g
Quiche lorraine Cora;265;8.7;21;16.2;100 g
Quiche lorraine surgelé (mr tante yvonne);250;8.5;19;15;100 g
Quiche lorraine surgelée Marie;269;9.3;19.3;17;100 g
Quiche lorraine weight watchers;143;12.9;10.8;5.4;100 g
Quiche tomate champignons maison;127;8;10;6.3;100 g
Quick - cheesy balls (100 g);268.7;10.8;28.7;12.3;100 g
Quick - cheesy balls (par 6);161.4;6.5;17.2;7.4;1 portion
Quick - club bacon chicken (100 g);199.1;9.6;30.5;4.3;100 g
Quick - club tomate mozza bio (100 g);285;9.6;28.8;14.6;100 g
Quick - crusty cheesy (100 g);317.9;8.3;30;18.3;100 g
Quick - crusty cheesy (par 6);191;5;18;11;1 portion
Quick - suprême cheese (100 g);251.6;13.6;17.8;14;100 g
Quick - suprême pepper (100 g);247.3;14;18.8;12.9;100 g
Quick : 10 products maxi meal burger, club & roll 1;2864;101;291;144;1 portion
Quick : 3 products small meal original 10;921;52;95;37;1 portion
Quick : 3 products small meal original 3;625;19;72;29;1 portion
Quick : 3 products small meal original 5;860;31;103;36;1 portion
Quick : 3 products small meal original 7;1013;30;113;49;1 portion
Quick : 3 products small meal original 9;990;40;95;50;1 portion
Quick : 3*1 cheesy sandwiq;191;7;19;11;1 portion
Quick : atlantiq salad;270;16;2;22;1 unité
Quick : authentiq cheesy (par 3);181;7;18;9;1 portion
Quick : beef martino;293;17;27;13;1 unité
Quick : beef primavera;289;17;26;13;1 unité
Quick : bière (33 cl);108;2;10;0;1 unité
Quick : big choron;479;25;34;27;1 unité
Quick : brownie au chocolat;355;5.7;42.3;18.2;1 unité
Quick : burger ribs de porc;546;28;50;26;1 unité
Quick : cheese délice;346;19;27;18;1 unité
Quick : cheeseburger avec chester (giant bar);319;17;29;15;1 unité
Quick : cheesy balls (par 20);545;22;58;25;1 portion
Quick : cheesy boursin (par 6);223;4;18;15;1 portion
Quick : cheesy cream (par 3);157;3;16;9;1 portion
Quick : cheesy Étoiles (par 3);165;6;15;9;1 portion
Quick : cheesy mix;195;8;17;11;1 unité
Quick : cheesy sensations (par 3);182;4;19;10;1 portion
Quick : cheesy sticks (par 3);182;4;19;10;1 portion
Quick : chicken dips*4;223;11.8;15.2;13.2;1 unité
Quick : chiken dips*7;262;20;18;13;1 portion
Quick : club 3 fromages;399;18;39.2;18.9;1 unité
Quick : club chèvre tomate;384;14;46;16;1 unité
Quick : club jambon champignon;297;15;40;10;1 unité
Quick : club poulet curry;342;17;46;10;1 unité
Quick : club poulet oriental (valeur pour 100 g);215.1;10;28.7;6.7;100 g
Quick : club poulet sauce provençale;288;16.7;38.6;7.5;1 unité
Quick : club tomate mozzarella;338;12;41;14;1 unité
Quick : club tomate mozzarella (valeurs pour 100 g);241.4;8.6;29.3;10;100 g
Quick : club tomates chèvre bio;356;11;42;16;1 unité
Quick : coeur caramel au lait;298;5;51;9;1 unité
Quick : cold classiq chicken salad (avec sauce cocktail);386;21;8;30;1 unité
Quick : country chicken salad;354;28;22;18;1 unité
Quick : crispy smiley;504;20;52;24;1 unité
Quick : dark burger;686;36;41;42;1 unité
Quick : dolce coppa;538;32;33;32;1 unité
Quick : donuts chocolat au  lait;241;3.9;22.1;15;1 unité
Quick : double mix chicken;748;31;75;38;1 unité
Quick : double sensation chicken;748;31;75;36;1 unité
Quick : double sensation giant (giant bar);865;40;48;57;1 unité
Quick : fondant chocolat;284;6.7;28;16.1;1 unité
Quick : frite rustique maxi;406;4.8;50.3;20.7;1 unité
Quick : giant;535;25;24.5;37.4;1 unité
Quick : gourde andros;62;1;15;1;1 unité
Quick : grand assiette nordique;166;19.9;13.3;5.1;1 unité
Quick : hard pepper;564;33;36;32;1 unité
Quick : hot classiq chicken salad (avec sauce cocktail);504;21;24;36;1 unité
Quick : hot ribs;561;29;46;29;1 unité
Quick : italian giant (giant bar);544;26;29;36;1 unité
Quick : junior giant (giant bar);368;15;32;20;1 unité
Quick : ketchup;23;0.4;5.3;0.1;1 unité
Quick : long bacon;730;32.6;21.4;57.2;1 unité
Quick : long chicken barbecue bacon;552;27;48;28;1 unité
Quick : long max bacon & onions;644;41;39;36;1 unité
Quick : love cheesy (par 3);160;6;16;8;1 portion
Quick : maxi frite à l'huile;391;4.8;52.3;18.1;100 g
Quick : mega giant (giant bar);652;38;26;44;1 unité
Quick : milkshake intense;246;5.7;36.2;8.8;1 unité
Quick : minute maid pomme (25 cl);115;0;28;0;1 unité
Quick : mix burger beef;524;34;42;25;1 unité
Quick : mix mania caramel;348;5;51;15;1 unité
Quick : mix mania poire belle-hélène;277;4;41;11;1 unité
Quick : mix'n beef;509;30;41;26;1 unité
Quick : mix'n cheesy (par 3);203;7;19;11;1 portion
Quick : mix'n onion;161;3;20;8;1 unité
Quick : mon menu 5 produits composé avec club poulet oriental n°1;1814;50;246;70;1 portion
Quick : nappage chocolat;53.8;0.5;12.5;0.2;1 unité
Quick : nestea (25 cl);68;0;17;0;1 unité
Quick : new quick'n toast;628;36;40;36;1 unité
Quick : nouveau donut framboise;258;4;34;13;1 unité
Quick : omar & fred burger;648;42;45;34;1 unité
Quick : prikiki le poivre;312;16;26;16;1 unité
Quick : quick'n toast;754;42.4;33.3;50.1;1 unité
Quick : roll poulet-curry;343;15.7;43.4;13.2;1 unité
Quick : sandwiq jambon-fromage;509;30;41;26;1 unité
Quick : sauce barbecue;31;0.3;5.4;0.9;1 unité
Quick : sauce miel-moutarde;66;0.3;4.4;5.3;1 unité
Quick : sauce tartare;130;0.2;1.6;13.7;1 unité
Quick : side salad (avec sauce cocktail);240;2;4;24;1 unité
Quick : softy;172;3;20.9;8.4;1 unité
Quick : spider man burger;599;48.7;42.4;28.8;1 unité
Quick : spiderman cheesy (par 3);211;10;18;11;1 portion
Quick : strong bleu;666;40;41;38;1 unité
Quick : summer chicken caesar;543;26;49;27;1 unité
Quick : super giant;662;39;26;44;1 unité
Quick : super hot giant (giant bar);725;37;34;49;1 unité
Quick : suprême allumettes;807;40;56;47;1 unité
Quick : suprême cheese;687;37.7;46.1;39.2;1 unité
Quick : suprême chicken bbq bacon;602;31;61;26;1 unité
Quick : suprême emmental;651;43;41;35;1 unité
Quick : suprême giant (giant bar);805;27;73;45;1 unité
Quick : suprême pepper;598;41;33;35;1 unité
Quick : suprême tender beef sauce au bleu;650;41;45;34;1 unité
Quick : sweet ball;253;5;20;18;1 unité
Quick : toasté coppa emmental;359;17;39;15;1 unité
Quick : toasté tomate mozzarella bio;395;15;41;19;1 unité
Quick : tomatoes;35;0;2;3;1 unité
Quick : tomatoes (avec sauce vinaigrette à la moutarde);237;0;3;25;1 unité
Quick : topping praliné (10 g);54;2;6;4;1 unité
Quick : topping praliné (softy cup);27;1;3;2;1 unité
Quick : vib beef;600;32;52;30;1 unité
Quick : vic cheesy (par 3);258;10;23;14;1 portion
Quick : vinaigrette allégée au vinaigre;187;1;2;20;1 unité
Quick : vitalitos (33 cl);18;0;15;0;1 unité
Quick : xtralong giant;607;32;37;37;1 unité
Quick : yaourt à la fraise;243;5;33;11;1 unité
Quick lait ecomax;35.6;3.5;5.1;0.08;100 ml
Quick: Big Bacon (100 g);285.7;13.8;18.7;17.3;100 g
Quick: Cheese Délice (1 unité);338.7;18.7;26.6;17.5;1 unité
Quick: Cheese Délice (100 kcal);100;5.5;7.9;5.2;1 portion
Quick: Suprême Allumettes (100 g);154.2;7.6;10.7;9;100 g
Quico (quinoa, lentilles, carottes) priméal;368;15.7;65.6;4.8;100 g
Quinoa & Boulgour Duo céréale et graines;360;13;62;4;100 g
Quinoa aux légumes gayelord hauser;323;19.8;44.2;7.5;1 unité
Quinoa bio (auchan);384;13.1;68.9;5.6;100 g
Quinoa bio DIA;354;14.1;57.2;6.1;100 g
Quinoa boulgour (tipiak);362;13.1;74;4.9;100 g
Quinoa de bolivie (fairtrade comm équitable);347;14;57;6.1;100 g
Quinoa de bolivie bio village marque repère;370;13;64;5.5;100 g
Quinoa et céréales cuisinés aux petits legumes picard;153;5.1;23.1;3.8;100 g
Quinoa gourmand quinoa et boulgour;362;13.1;74;4.9;100 g
Quinoa pois chiches (bjorg);148;5.7;23.9;0;100 g
Quinoa royal aux petits légumes;376;13;58;6;100 g
Quinoa u bio;361;12.4;60.7;6.3;100 g
Qnt metapure whey vanille;354;84.3;1.5;1.2;100 g
Qnt weight gain 3000;387;16.1;77.1;1.6;100 g
Quadro praliné noisette ;518;5.9;63;27;100 g
Quaker cruesli chocolat au lait;475;7;63;20;100 g
Quaker life pépites et pétales à l'avoine et aux fraises;425;8.5;67;12;100 g
Quaker oats berlingots d'avoine;347;10.5;60.5;7;100 g
Quaker Real Medleys (Pomme);387;8;70;11;100 g
Quark joghurt creme;136;5.2;16.6;4.1;100 g
Quark séré fraise - migros;127;4;17;2.3;100 g
Quartiers de pamplemousse au jus de fruit st mamet;61;0.6;14;0.1;100 g
Quatre quart;438;5.5;50;24;100 g
Quatre quarts (maison);413;5.75;41.12;23.25;100 g
Quatre-quart maison moins sucré;493.54;7.86;48.65;30;100 g
Quatre-quarts monoprix;435;6;51;23;100 g
Quenelle de volaille maison;190;8.5;9.4;12.1;100 g
Quenelle fraîche nature giraudet : par unité de 50g;127;4;8.9;8.4;1 unité
Quenelles de beau sauce financière (lidl);107;3.8;9.4;6;100 g
Quenelles de saumon sauce crevette leader price;149;3.3;11.6;10;100 g
Quenelles de veau sauce financière claude léger (intermarché);151;3.6;11.4;10.1;100 g
Quenelles de volaille au naturel côté table marque repère;180;4.5;10;13;100 g
Quennell nature;250;12;36;38;100 g
Queues de crevettes - l'assiette bleue;88;18.7;1.48;1.02;100 g
Quiche loraine picard;359;11;18;26;100 g
Quiche lorraine 180g spécial micro-onde (findus);240;9.5;17;15;100 g
Quiche lorraine super u (rayon frais) : par unité de 140g;391;14.4;28;22.7;1 unité
Quiche lorraine surgelée individuelle marie : par unité;254;9.1;21.5;14.6;1 unité
Quiche lorraine tante yvonne;270;9;19;18;100 g
Quiche poireaux 180g special micro-onde (findus);210;7;17;13;100 g
Quick - cheesy balls (1 unité);26.8;1.1;2.9;1.2;1 unité
Quick - cheesy balls (par 20);540;21.6;57.6;24.8;1 portion
Quick - club bacon chicken (1 unité);298;14.4;45.7;6.4;1 unité
Quick - club tomate mozza bio (1 unité);399.3;13.4;40.3;20.5;1 unité
Quick - crusty cheesy (1 unité);31.4;0.8;3;1.8;1 unité
Quick - crusty cheesy (par 20);641;17;60;37;1 portion
Quick - suprême cheese (1 unité);720.5;38.9;51;40.1;1 unité
Quick - suprême pepper (1 unité);625.8;35.5;47.6;32.6;1 unité
Quick - suprême tender beef crousti paille;807;39.5;55.5;46.8;1 unité
Quick : 3 products small meal original 1;843;28;77;47;1 portion
Quick : 3 products small meal original 2;875;25;106;39;1 portion
Quick : 3 products small meal original 4;1043;30;107;55;1 portion
Quick : 3 products small meal original 6;1010;26;114;50;1 portion
Quick : 3 products small meal original 8;790;29;83;38;1 portion
Quick : 3*1 briochettes;116;4;17;4;1 portion
Quick : 3*1 mini nems;102;4;12;5;1 portion
Quick : atlantiq salad (avec sauce cocktail);426;16;5;38;1 unité
Quick : beef bearnaise;309;18;26;16;1 unité
Quick : beef pepper;318;20;25;16;1 unité
Quick : beef tender;306;17;26;16;1 unité
Quick : big andalouse;480;24;33;28;1 unité
Quick : bio pepper;363;19;29;19;1 unité
Quick : burger festif;665;37;46;37;1 unité
Quick : burger snack charal;392;20;33;20;1 unité
Quick : cheeseburger;275;16.8;24.7;12.1;1 unité
Quick : cheese'n toast;682;35;41;42;1 unité
Quick : cheesy balls (par 6);159;7;17;7;1 portion
Quick : cheesy boursin poivre (par 6);210;4;17;14;1 portion
Quick : cheesy emmental fondu (par 3);187;7;15;11;1 portion
Quick : cheesy max (par 3);191;7;16;11;1 unité
Quick : cheesy sandwiq (par 3);203;7;19;11;1 portion
Quick : cheesy star (par 3);165;6;15;9;1 portion
Quick : cheesy winter (par 3);170;4;16;10;1 portion
Quick : chicken wing*5;461;43.4;3.4;32;1 unité
Quick : classic pepper;489;24.8;32.2;29;1 unité
Quick : club bacon chicken;294;14;46;6;1 unité
Quick : club feta;296;17;39;8;1 unité
Quick : club jambon-champignon;297;15;40;10;1 unité
Quick : club poulet oriental;322;15;43;10;1 unité
Quick : club poulet sauce provençal;321;12;39;13;1 unité
Quick : club samouraï;954;50;112;34;1 unité
Quick : club tomate mozzarella (valeur pour 100 g);241.6;8.6;29.3;10;100 g
Quick : club tomate mozzarella bio;401;13;40;21;1 unité
Quick : coca-cola (70 cl);294;0;75;0;1 unité
Quick : cold classiq chicken salad;230;21;5;14;1 unité
Quick : cold classiq chicken salad (avec sauce vinaigrette balsamique);436;21;7;36;1 unité
Quick : crispy andalouse;657;36;45;37;1 unité
Quick : crunch;105;2;13;6;1 unité
Quick : dark vador burger;612;33;39;36;1 unité
Quick : dolce formagio;518;26;40;29;1 unité
Quick : double mix beef;787;43;48;47;1 unité
Quick : double sensation beef;787;43;48;47;1 unité
Quick : double sensation giant;865;40;48;57;1 unité
Quick : fish'n dips*4;223;11.8;15.2;13.2;1 unité
Quick : frite normale;230;2.8;28.2;11.8;1 unité
Quick : frite rustique normale;263;3;32.6;13.4;1 unité
Quick : giant pepper (giant bar);483;28;32;27;1 unité
Quick : grand assiette 3 fromages;349;26.4;13.7;22.3;1 unité
Quick : grande assiette campagnarde;308;33.5;16.3;13;1 unité
Quick : hot classiq chicken salad;348;21;21;20;1 unité
Quick : hot classiq chicken salad (avec sauce vinaigrette balsamique);554;21;23;42;1 unité
Quick : hotdog;280;12.2;25.9;14.2;1 unité
Quick : jedi burger;674;38;36;42;1 unité
Quick : jus d'orange (30 cl);117;3;26;1;1 unité
Quick : le coeur d'ananas;28;1;7;1;1 unité
Quick : long chicken;538;27.5;39.5;29.9;1 unité
Quick : long fish;577;23.6;44.7;33.7;1 unité
Quick : long max cheese;654;41;37;38;1 unité
Quick : maxi frite;413;5;50.4;21.1;1 unité
Quick : mayonnaise;130;2.2;0;13.5;1 unité
Quick : menu small club poulet oriental avec chicken wings, frite et coca-cola;1024;56;101;44;1 portion
Quick : mini nems*3;102;4;12;5;1 portion
Quick : minute maid pomme (30 cl);138;0;34;0;1 unité
Quick : mix burger chicken;611;25;57;32;1 unité
Quick : mix mania dolce limone;267;3;41;11;1 unité
Quick : mix mania smarties;343;5;49;15;1 unité
Quick : mix'n cheesy;191;7;19;11;1 unité
Quick : mix'n chicken;593;24;58;30;1 unité
Quick : mix'n salade;333;12;29;20;1 unité
Quick : nappage caramel;63.9;0.3;15;0.3;1 unité
Quick : nappage fraise;21.3;0.1;5;0.1;1 unité
Quick : new burger ribs de porc;589;34;48;29;1 unité
Quick : new suprême pepper;696;40;44;40;1 unité
Quick : ocean salad;253;25;22;8;1 unité
Quick : petit filou tubes;87;6;12;3;1 unité
Quick : quick'n rosti;645;38;49;33;1 unité
Quick : roll chèvre mozza;386;15.6;37.8;20.7;1 unité
Quick : salade mixte;72;2.6;11;3;1 unité
Quick : sandwiq poulet;593;24;58;30;1 unité
Quick : sauce curry;87;0.4;2.9;8.2;1 unité
Quick : sauce oseille échalotte;164;0.5;2.8;16.8;1 unité
Quick : side salad;91;4;6;3;1 unité
Quick : snack pomme andros;62;1;15;1;1 unité
Quick : softy max;257;4.5;31.4;12.6;1 unité
Quick : spider man cheesy*3;204;9.8;18.3;10.8;1 unité
Quick : strong bacon;718;44;50;38;1 unité
Quick : summer beef cheese;526;34;39;26;1 unité
Quick : super bacon;641;37;40;37;1 unité
Quick : super giant pepper (giant bar);610;34;42;34;1 unité
Quick : super pepper;656;36;47;36;1 unité
Quick : suprême bacon barbecue;727;40;45;43;1 unité
Quick : suprême chicken;602;31;61;26;1 unité
Quick : suprême classiq;695;39;47;39;1 unité
Quick : suprême giant;774;27;73;45;1 unité
Quick : suprême onions;802;43;45;50;1 unité
Quick : suprême tender beef crousti paille;807;40;56;47;1 unité
Quick : suprême tender dinde fumé sauce au poivre;694;42;46;38;1 unité
Quick : sweet emmental;644;39;41;36;1 unité
Quick : toasté poulet miel-moutarde;327;19;38;11;1 unité
Quick : tomato beef;300;17;25;15;1 unité
Quick : tomatoes (avec sauce cocktail);191;0;5;19;1 unité
Quick : tomatoes (avec sauce vinaigrette balsamique);241;0;4;25;1 unité
Quick : topping praliné (5 g);27;1;3;2;1 unité
Quick : topping praliné (softy max);54;2;6;4;1 unité
Quick : vib chicken;564;32;62;22;1 unité
Quick : vic cheesy*3;241;10;23;14;1 portion
Quick : vinaigrette allégée moutardée;129;0.3;2.9;12.9;1 unité
Quick : xtra cheesy (par 3);166;3;16;10;1 portion
Quick : xtreme total cheese;410;34;10;26;1 unité
Quick : yoghourt à boire yop;142;5;26;14;1 unité
Quick: Big Bacon (1 unité);482.4;23.3;31.6;29.2;1 unité
Quick: Big Bacon (100 kcal);100;4.8;6.6;6.1;1 portion
Quick: Cheese Délice (100 g);291.9;16.1;22.9;15.1;100 g
Quick: Suprême Allumettes (1 unité);801.2;39.5;55.5;46.8;1 unité
Quick: Suprême Allumettes (100 kcal);100;4.9;6.9;5.8;1 portion
Quinoa;380;13.1;68.9;5.8;100 g
Quinoa agriculture bio - commerce solidaire avec la bolivie carrefour bio;389;13;69.3;6.5;100 g
Quinoa aux lentilles;145;6.7;20;2.8;100 g
Quinoa bio (leader price);380;13;69;5.8;100 g
Quinoa bio express céréal bio;157;4.7;23.4;4.9;100 g
Quinoa cuit;150;5.2;27.6;2.3;100 g
Quinoa de bolivie bio (carrefour);359;13;65;4.5;100 g
Quinoa ecomil instant;426;7.5;80;8.3;100 g
Quinoa gourmand;372;11.5;70.5;4.9;100 g
Quinoa gourmand tipiak;372;11.5;70.5;4.9;100 g
Quinoa rouge bio (priméal);368;12;60.6;6.3;100 ml
Quinoa tomates olives de bjorg;182;5;30;4.7;100 g
Quinori primeal;398;14.1;61.2;10.08;100 g
Racine de gingembre crue;80;1.82;17.77;0.75;100 g
Raclette nature Auchan;328;23;0.5;26;100 g
Raffaelo ferrero ;550;10.3;46.3;36;100 g
Rahm-nudeltopf;103;3.3;15;3.3;100 g
Raisin;68.7;0.6;15;0.7;100 g
Raisin blanc;69;0.6;16.1;0.7;100 g
Raisin sec;324;3;75;1.3;100 g
Raisins secs (de corinthe);283;4.08;67.28;0.27;100 g
Raisins secs bio coop naturaplan;301;2.5;68;0.5;100 g
Raisins secs marque repère;290;2.5;66;0.5;100 g
Raisins secs sultanines u;327;2.4;76.1;0.5;100 g
Rapé de la mer surimi;113;8.6;9.4;4.5;100 g
Ratatouille;1;3;2;5;100 g
Ratatouille à la niçoise notre jardin;50;1;5;2.5;100 g
Ratatouille auchan;39;1.3;4.3;1.5;100 g
Ratatouille bio carrefour;43;1.2;6.8;1.2;100 g
Ratatouille cassegrain;83;1.3;6;6;100 g
Ratatouille conserve lidl;31;1.1;3.9;1.2;100 g
Ratatouille cuisinée à l'huile d'olive (monoprix);89;1.3;5.4;9.6;100 g
Ratatouille cuisinée surgelée (leader price);84;1.8;1.5;7.9;100 g
Ratatouille cuisinée surgelée notre jardin;345;0.9;7;8.9;100 g
Ratatouille eco+;40;1.5;4.5;1.5;100 g
Ratatouille maison (tomates/courgettes/aubergines);24;1;4.7;0.2;100 g
Ratatouille niçoise d'aucy;30.8;1.1;3.9;1.2;100 g
Ratatouille surgelée cuisinée a l'huile d'olive (monoprix);89;1.3;5.4;6.9;100 g
Ratatouille zapetti;47;1.5;4.4;2.6;100 g
Ravioles 3 fromages lustucru;244.8;11.2;34.4;7.12;100 g
Ravioles de Roman Saint Jean;284;12.9;29.9;12;100 g
Ravioli a la sauce bolognaise (boeuf) zapetti;101;4.4;12.3;3.4;100 g
Ravioli a la volail jardin bio;79;2.2;13;2;100 g
Ravioli au boeuf, sauce aux tomates et viande, conserve;92;3.3;13.08;2.67;100 g
Ravioli aux 3 viandes carrefour;247;11.3;36.5;6.2;100 g
Ravioli boeuf aux oeufs frais sous vide (monoprix);293;11;45;7.7;100 g
Ravioli bolognaise combino (lidl);105;4.6;13.4;3.7;100 g
Ravioli de crevette à la vapeur - délices d'orient;121;4.13;20.9;2.3;100 g
Ravioli fraiche pur boeuf lustucru;240;12;38;5;100 g
Ravioli frais au boeuf contrées gourmande;288;11;46.2;6.6;100 g
Ravioli jambon sous vide - carrefour;200;13;38;6.2;100 g
Ravioli pur boeuf  turini;87;4;12.6;2.3;100 g
Ravioli tofu tomates et basilic;94;3.2;14;2.6;100 g
Raviolie volaille lidl;93;4;13.4;2.6;100 g
Raviolis 4 fromages italiens (casino);248;11;36;6.7;100 g
Raviolis au tofu tomates basilic (céréal bio);94;3.7;14;2.6;100 g
Raviolis aux legumes jardin bio;66;2.2;13.5;1.4;100 g
Raviolis panzani 100% pur boeuf;89;3.6;12.3;2.8;100 g
Raviolis ricotta epinards bio (bjorg);93;2.9;13.3;2.8;100 g
Raw monster whey;385;74.5;8;6.16;100 g
Real mass;428;9.6;66;0.4;100 g
Recette à la grecque weightwatchers citron ou orange-nectarine;54;6.6;5.8;0.1;100 g
Recette au fromage blanc taillefine fraise;66;7.8;8;0.1;1 pot
Recette du jardin cuisson vapeur iglo;52;2;3.8;3.3;100 g
Recettes dessert sveltesse framboise, pêche, cerise;51;4.4;7.1;0;100 g
Réconfort d'hiver liebig;127;4.7;16;5;1 canette
Red bull  light;3;0;0;0;100 g
Redbull sugar free;10;0.1;0;0;1 portion
Redunat fibra;227;11;39;3;100 g
Reflex instant whey;373;78;3.6;5.2;100 g
Reflex micro whey;358;86;0.7;0.9;100 g
Reflex one stop;336;49;20;6.7;100 g
Régal des légumes verts  bjorg;25;1;2.5;1;100 g
Régilait écrémé en poudre;356;35.5;51.7;0.8;100 g
Régime dukan galette de son d'avoine;121;15.7;14.5;29;1 portion
Reine-claude;43;0.8;9.6;0.2;100 g
Repas hyperproteiné carrefour;212;16.4;17.7;7;1 unité
Requin;106;24;0;1;100 g
Rétal soupe velouté de légumes marque repère;35;1;5;1;100 g
Rhon alpin (mini-saucissons);521;29;3;44;100 g
Rhum (40% alcool par volume);217;0;0;0;100 ml
Ribble chips poivre-sel pirato;544;6.4;53;33.1;100 g
Ricard;250;0;2;0;100 ml
Rice krispies de kellogg's;380;6;87;1;100 g
Ricoré nestlé;345;12.6;73;0.2;100 g
Ricorée;159;3.3;18.7;0.2;100 g
Ricotta avec lait entier;174;11.26;3.04;12.98;100 g
Ricotta fraîche;136;12;4;8;100 g
Ricotta galbani nouveau;165;8;4;13;100 g
Rillette de thon;219;14.8;1.8;17;100 g
Rillettes de canard bordeaux chesnel;428;16.5;0.2;40.1;100 g
Rillettes de poulet rôti en cocotte;328;16;0.8;29;100 g
Rillettes de pouletroti bordeaux chesnel;333;29.3;0.5;16.8;100 g
